SEQ TITLE	Sel Result	Accession	Description	Similarity[%]	Coverage[%]	Taxid	Lineage	superkingdom	kingdom	subkingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	tribe	subtribe	genus	species group	species		
ASV_266,blastn,1/5,MK201746,Diplosphaera chodatii strain KZ-26-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,865.352,468,1,468,297,764,468,468,100,0,100,0,468,,,		MK201746				152768	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_267,blastn,1/5,KM020049,Desmococcus olivaceus strain SAG 1.92 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,0,839.499,454,1,473,3069,3540,468,468,98,9,99,4,476,		KM020049				187459	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Desmococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Desmococcus				
ASV_268,blastn,1/5,LT560354,Elliptochloris reniformis partial 18S rRNA gene, strain CAUP H7102,5.87384E-148,536.649,290,1,385,2076,2463,361,361,93,8,93,7,411,,,,,		LT560354				663923	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_269,blastn,1/5,MT622499,Symbiochloris sp. Fryday 11123 voucher Fryday 11123 (PRE) internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,1.38268E-54,226.412,122,1,395,191,567,315,315,79,7,100,0,395,,,		MT622499				2744501	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Lecanoromycetes; OSLEUM clade; Lecanoromycetidae; Lecanorales; Lecanorineae; Lecanoraceae; Scoliciosporum	Eukaryota	Fungi	Dikarya		Ascomycota	Pezizomycotina		Lecanoromycetes	Lecanoromycetidae		Lecanorales	Lecanorineae		Lecanoraceae				Scoliciosporum				
ASV_270,blastn,1/5,MN832493,Trebouxia sp. Hap09 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,712.08,385,1,406,246,651,399,399,98,3,100,0,406,,,		MN832493				2685832	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia; unclassified Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_271,blastn,1/5,MN397053,Dictyochloropsis sp. 17945 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,5.49892E-148,536.649,290,1,387,284,656,358,358,92,5,100,0,387,,,		MN397053				2607442	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Dictyochloropsis; unclassified Dictyochloropsis	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Dictyochloropsis				
ASV_272,blastn,1/5,HE586535,Coccomyxa sp. KN-2011-C8 genomic DNA containing ITS1, 5.8S rRNA gene and ITS2, intragenomic variability copy B, strain C8,0,833.959,451,1,454,307,760,453,453,99,8,100,0,454,,,		HE586535				1082369	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; unclassified Coccomyxa (in: Viridiplantae)	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_273,blastn,1/5,MZ868176,Coccomyxa sp. NEM-5P internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,795.18,430,1,444,300,744,440,440,99,1,100,0,444,,,		MZ868176				1274662	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_274,blastn,1/5,EU434019,Klebsormidium flaccidum strain SAG 7.91 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,0,745.32,403,1,406,2158,2563,405,405,99,8,100,0,406,		EU434019				3175	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Klebsormidiophyceae; Klebsormidiales; Klebsormidiaceae; Klebsormidium	Eukaryota	Viridiplantae			Streptophyta			Klebsormidiophyceae			Klebsormidiales			Klebsormidiaceae				Klebsormidium				
ASV_275,blastn,1/5,MZ868176,Coccomyxa sp. NEM-5P internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,784.1,424,1,444,300,744,438,438,98,6,100,0,444,,,		MZ868176				1274662	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_276,blastn,1/5,LT560355,Elliptochloris antarctica partial 18S rRNA gene, strain SAG 2200,4.49013E-134,490.482,265,1,373,2034,2394,342,342,91,7,93,5,399,,,,,		LT560355				1844074	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_277,blastn,1/5,KX025108,Apatococcus sp. SAG 2145 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,2.76917E-146,531.109,287,1,407,2094,2500,369,369,90,7,97,8,416,		KX025108				904363	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Apatococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Chlorellales			Chlorellaceae				Apatococcus				
ASV_278,blastn,1/5,KC333522,Symbiochloris irregularis strain SAG 2036 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence,2.44462E-166,597.588,323,1,325,260,584,324,324,99,7,85,3,381,,,		KC333522				706552	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_279,blastn,1/5,KU320168,Watanabea sp. HST05 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence,3.27642E-115,427.696,231,1,369,1976,2351,333,333,90,2,100,0,369,		KU320168				1835196	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Watanabea clade; Watanabea; unclassified Watanabea	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Watanabea				
ASV_280,blastn,1/5,MK005091,Prasiolales sp. S2RM-26 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence,0,802.566,434,1,461,199,654,453,453,98,3,99,4,464,,,		MK005091				2501445	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; unclassified Prasiolales	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales											
ASV_281,blastn,1/5,DQ660909,Coccomyxa sp. gbA3 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,0,808.106,437,1,446,352,797,443,443,99,3,99,3,449,,		DQ660909				392770	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; unclassified Coccomyxa (in: Viridiplantae)	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_282,blastn,1/5,MZ969863,Elliptochloris marina isolate HP-44P small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,1.24907E-149,542.189,293,1,407,289,696,374,374,91,9,100,0,407,		MZ969863				631447	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_283,blastn,1/5,KT768205,Trebouxia gelatinosa strain L1780 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence,0,730.547,395,1,407,427,833,403,403,99,0,100,0,407,,,		KT768205				53269	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_284,blastn,1/5,DQ660909,Coccomyxa sp. gbA3 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,0,819.186,443,1,446,352,797,445,445,99,8,99,3,449,,		DQ660909				392770	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; unclassified Coccomyxa (in: Viridiplantae)	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_285,blastn,1/5,MN397116,Trebouxia jamesii voucher 17287 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,763.787,413,1,413,221,633,413,413,100,0,100,0,413,,,		MN397116				53267	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_286,blastn,1/5,MK005095,Desmococcus olivaceus isolate S3F4-66 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence,0,854.272,462,1,471,291,761,468,468,99,4,99,4,474,,,		MK005095				187459	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Desmococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Desmococcus				
ASV_287,blastn,1/5,MN397053,Dictyochloropsis sp. 17945 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,1.52664E-143,521.875,282,1,384,284,656,352,352,91,7,100,0,384,,,		MN397053				2607442	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Dictyochloropsis; unclassified Dictyochloropsis	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Dictyochloropsis				
ASV_288,blastn,1/5,MK005091,Prasiolales sp. S2RM-26 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence,0,712.08,385,1,470,199,654,444,444,94,5,99,4,473,,,		MK005091				2501445	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; unclassified Prasiolales	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales											
ASV_289,blastn,1/5,MF465900,Coccomyxa antarctica isolate FACHB-2140 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,713.927,386,1,410,2095,2504,402,402,98,0,95,8,428,		MF465900				2203226	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_290,blastn,1/5,KM020049,Desmococcus olivaceus strain SAG 1.92 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,0,821.033,444,1,470,3069,3540,463,463,98,5,99,4,473,		KM020049				187459	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Desmococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Desmococcus				
ASV_291,blastn,1/5,MT872312,Diplosphaera chodatii isolate HP-56P-2018-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,832.113,450,1,462,258,720,459,459,99,4,100,0,462,,,		MT872312				152768	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Diplosphaera	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Diplosphaera				
ASV_292,blastn,1/5,MZ868171,Trebouxia impressa isolate JK-24P/L internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,715.774,387,1,405,297,702,400,400,98,8,100,0,405,,,		MZ868171				13788	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_293,blastn,1/5,KX025108,Apatococcus sp. SAG 2145 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,2.13508E-147,534.802,289,1,406,2094,2500,369,369,90,9,97,8,415,		KX025108				904363	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Chlorellales; Chlorellaceae; Apatococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Chlorellales			Chlorellaceae				Apatococcus				
ASV_294,blastn,1/5,KY066398,Trebouxia sp. 11 GS-2016 voucher Boom 46872 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,3.46933E-145,527.415,285,1,404,119,531,374,374,92,6,100,0,404,,,		KY066398				1913697	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia; unclassified Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_295,blastn,1/5,MF465900,Coccomyxa antarctica isolate FACHB-2140 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,708.387,383,1,410,2095,2504,401,401,97,8,95,8,428,		MF465900				2203226	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_296,blastn,1/5,MN397029,Trebouxia sp. OTU A18 voucher 17193 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,749.013,405,1,411,222,632,409,409,99,5,100,0,411,,,		MN397029				1660974	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia; unclassified Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_297,blastn,1/5,MZ868176,Coccomyxa sp. NEM-5P internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,784.1,424,1,444,300,744,438,438,98,6,100,0,444,,,		MZ868176				1274662	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_298,blastn,1/5,MZ969873,Elliptochloris subsphaerica isolate NEM-3P internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,712.08,385,1,409,280,688,402,402,98,3,100,0,409,,,		MZ969873				55403	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Elliptochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Elliptochloris				
ASV_299,blastn,1/5,HE586535,Coccomyxa sp. KN-2011-C8 genomic DNA containing ITS1, 5.8S rRNA gene and ITS2, intragenomic variability copy B, strain C8,0,773.02,418,1,454,307,760,443,443,97,6,100,0,454,,,		HE586535				1082369	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; unclassified Coccomyxa (in: Viridiplantae)	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_300,blastn,1/5,MH971211,Klebsormidium crenulatum strain Hg-2-6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,725.007,392,1,407,505,911,402,402,98,8,100,0,407,		MH971211				424406	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Klebsormidiophyceae; Klebsormidiales; Klebsormidiaceae; Klebsormidium	Eukaryota	Viridiplantae			Streptophyta			Klebsormidiophyceae			Klebsormidiales			Klebsormidiaceae				Klebsormidium				
ASV_301,blastn,1/5,MT735209,Interfilum massjukiae strain NH-6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence,0,760.093,411,1,411,454,864,411,411,100,0,100,0,411,		MT735209				519236	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Klebsormidiophyceae; Klebsormidiales; Klebsormidiaceae; Interfilum	Eukaryota	Viridiplantae			Streptophyta			Klebsormidiophyceae			Klebsormidiales			Klebsormidiaceae				Interfilum				
ASV_302,blastn,1/5,EU878191,Mnium hornum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,9.46425E-116,429.543,232,1,373,273,663,346,346,92,8,97,6,382,		EU878191				41835	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Bryanae; Bryales; Mniaceae; Mnium	Eukaryota	Viridiplantae			Streptophyta	Streptophytina		Bryopsida	Bryidae	Bryanae	Bryales			Mniaceae				Mnium				
ASV_303,blastn,1/5,EU878191,Mnium hornum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,9.46425E-116,429.543,232,1,373,273,663,346,346,92,8,97,6,382,		EU878191				41835	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Bryanae; Bryales; Mniaceae; Mnium	Eukaryota	Viridiplantae			Streptophyta	Streptophytina		Bryopsida	Bryidae	Bryanae	Bryales			Mniaceae				Mnium				
ASV_304,blastn,1/5,DQ660909,Coccomyxa sp. gbA3 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,0,808.106,437,1,446,352,797,443,443,99,3,99,3,449,,		DQ660909				392770	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiophyceae incertae sedis; Elliptochloris clade; Coccomyxa; unclassified Coccomyxa (in: Viridiplantae)	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae										Coccomyxa				
ASV_305,blastn,1/5,KC333522,Symbiochloris irregularis strain SAG 2036 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence,5.44134E-133,486.789,263,1,321,260,584,305,305,95,0,85,4,376,,,		KC333522				706552	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_306,blastn,1/5,FJ626735,Trebouxia simplex strain SAG 101.80 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence,0,750.86,406,1,412,188,599,410,410,99,5,100,0,412,,,		FJ626735				664445	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Trebouxia	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Trebouxia				
ASV_307,blastn,1/5,EU434019,Klebsormidium flaccidum strain SAG 7.91 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence,0,739.78,400,1,406,2158,2563,404,404,99,5,100,0,406,		EU434019				3175	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Klebsormidiophyceae; Klebsormidiales; Klebsormidiaceae; Klebsormidium	Eukaryota	Viridiplantae			Streptophyta			Klebsormidiophyceae			Klebsormidiales			Klebsormidiaceae				Klebsormidium				
ASV_308,blastn,1/5,MT078174,Tritostichococcus coniocybes strain ST-6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence,0,715.774,387,1,404,3805,4210,400,400,99,0,94,0,430,,,		MT078174				2710711	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Tritostichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Tritostichococcus				
ASV_309,blastn,1/5,KC333522,Symbiochloris irregularis strain SAG 2036 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence,1.14358E-154,558.808,302,1,322,260,584,318,318,98,8,85,2,378,,,		KC333522				706552	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_310,blastn,1/5,FJ936172,Dictyochloropsis reticulata strain CCHU 5616 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence &gt;gi|557673716|gb|KC333524.1| Symbiochloris handae strain CCHU 5616 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence,4.05014E-169,606.821,328,1,351,329,681,346,346,98,6,92,4,380		FJ936172				40981	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Symbiochloris	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Symbiochloris				
ASV_311,blastn,1/5,MT078170,Deuterostichococcus epilithicus strain SAG 2482 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence,0,765.633,414,1,418,2508,2924,417,417,99,8,94,1,444,,,		MT078170				2710713	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Prasiolales; Stichococcaceae; Deuterostichococcus	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Prasiolales			Stichococcaceae				Deuterostichococcus				
ASV_312,blastn,1/5,KC333514,Dictyochloropsis splendida strain SAG 244.80 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence,1.57926E-88,339.057,183,1,369,301,676,318,318,86,2,100,0,369,		KC333514				415184	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Trebouxiophyceae; Trebouxiales; Trebouxiaceae; Dictyochloropsis	Eukaryota	Viridiplantae			Chlorophyta			Trebouxiophyceae			Trebouxiales			Trebouxiaceae				Dictyochloropsis				
